epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.032688435167074203,0.0006251845043152571,0.001,0.032081522047519684,0.0006189654232002795
1,0.03374135121703148,0.0006161006167531013,0.001,0.010705533437430859,0.0006028803763911128
2,0.048459433019161224,0.0005911157350055873,0.001,0.02064337208867073,0.0005742512876167893
3,0.06462149322032928,0.0005693088751286268,0.001,0.026360703632235527,0.0005558309494517744
4,0.07033957540988922,0.0005538613768294454,0.001,0.030750976875424385,0.0005445361020974815
5,0.07621287554502487,0.0005421104724518955,0.001,0.03139819577336311,0.000538882683031261
6,0.04161101579666138,0.0005215963465161622,0.000100000005,0.04109114035964012,0.0005247525405138731
7,0.053747374564409256,0.0005170517833903432,0.000100000005,0.03739823400974274,0.0005230149836279452
8,0.06233114004135132,0.0005136110703460872,0.000100000005,0.03947839513421059,0.0005205002380535007
9,0.05389970541000366,0.0005105277523398399,0.000100000005,0.03717515245079994,0.00051969412015751
10,0.06358841061592102,0.0005077167297713459,0.000100000005,0.04013259336352348,0.0005197944701649249
11,0.04209780693054199,0.0005016103386878967,1.0000001e-05,0.0403008908033371,0.0005182244349271059
12,0.04221099987626076,0.0005007285508327186,1.0000001e-05,0.039655547589063644,0.0005188247305341065
13,0.044380996376276016,0.000500187452416867,1.0000001e-05,0.0392145998775959,0.0005184391629882157
14,0.04231894388794899,0.0004997052601538599,1.0000001e-05,0.03903568536043167,0.000518745044246316
15,0.04221315309405327,0.0004992698086425662,1.0000001e-05,0.04143081605434418,0.000518326589372009
16,0.04240512475371361,0.0004988104337826371,1.0000001e-05,0.0389164574444294,0.0005181874148547649
17,0.04120799899101257,0.0004978487850166857,1.0000001e-06,0.03972106799483299,0.000518409360665828
18,0.041823431849479675,0.0004977810895070434,1.0000001e-06,0.040637772530317307,0.0005185512127354741
19,0.042249470949172974,0.00049772480269894,1.0000001e-06,0.040963027626276016,0.0005188038921914995
20,0.042166817933321,0.0004976623458787799,1.0000001e-06,0.04144024848937988,0.0005184586625546217
21,0.04256996512413025,0.0004976217751391232,1.0000001e-06,0.04131375253200531,0.0005183184985071421
22,0.042458999902009964,0.0004975696792826056,1e-06,0.041169825941324234,0.0005185952759347856
23,0.04228847473859787,0.0004975218907929957,1e-06,0.04123765602707863,0.0005186417256481946
24,0.04252054542303085,0.0004974781768396497,1e-06,0.04146312177181244,0.0005184068577364087
25,0.04260481148958206,0.0004974213079549372,1e-06,0.04139156639575958,0.0005186379421502352
26,0.04245816543698311,0.0004973766044713557,1e-06,0.04252646863460541,0.0005186155322007835
