epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.015016138553619385,0.08367183804512024,0.001,0.004157159943133593,0.023575434461236
1,0.02732951007783413,0.0052486308850348,0.001,0.024331234395503998,0.00832319725304842
2,0.0497686043381691,0.002715097973123193,0.001,0.03994011506438255,0.0023677556309849024
3,0.10972405970096588,0.0013825041241943836,0.001,0.0916997417807579,0.0013829617528244853
4,0.1600826531648636,0.0008163591846823692,0.001,0.1553577035665512,0.0007625839789398015
5,0.1908939778804779,0.0006155836163088679,0.001,0.19010736048221588,0.0006376217352226377
6,0.20795387029647827,0.0005376446060836315,0.001,0.18672043085098267,0.0005661913892254233
7,0.21743452548980713,0.0004954106407240033,0.001,0.2025974839925766,0.0005271674017421901
8,0.22364896535873413,0.0004667293978855014,0.001,0.21111226081848145,0.0004930298309773207
9,0.22760069370269775,0.0004445328377187252,0.001,0.21814653277397156,0.00047047308180481195
10,0.23150445520877838,0.0004261503054294735,0.001,0.2159816175699234,0.000446983176516369
11,0.23970173299312592,0.0003972246777266264,0.000100000005,0.23777508735656738,0.00040553853614255786
12,0.24023444950580597,0.0003920479502994567,0.000100000005,0.23469921946525574,0.00040339792030863464
13,0.24070560932159424,0.00038821992347948253,0.000100000005,0.23757149279117584,0.00039982242742553353
14,0.24139316380023956,0.0003846057807095349,0.000100000005,0.23367352783679962,0.0003984537615906447
15,0.2431914508342743,0.0003796636883635074,1.0000001e-05,0.23925168812274933,0.0003947759105358273
16,0.2432537078857422,0.0003788708709180355,1.0000001e-05,0.23951858282089233,0.0003945200878661126
17,0.24332116544246674,0.0003783994179684669,1.0000001e-05,0.2447049766778946,0.000393874041037634
18,0.24353867769241333,0.00037770214839838445,1.0000001e-06,0.2438765913248062,0.00039388236473314464
19,0.24354630708694458,0.00037759897531941533,1.0000001e-06,0.24404656887054443,0.0003938371955882758
20,0.24346384406089783,0.00037751634954474866,1.0000001e-06,0.24505336582660675,0.00039382692193612456
21,0.24350480735301971,0.00037745380541309714,1e-06,0.24511714279651642,0.0003934642591048032
22,0.2435123473405838,0.00037743145367130637,1e-06,0.24345266819000244,0.000393720343708992
23,0.2435125708580017,0.0003773219941649586,1e-06,0.24393197894096375,0.0003938659792765975
24,0.2435620129108429,0.0003773251664824784,1e-06,0.2430582046508789,0.00039347371784970164
25,0.24356144666671753,0.0003771671617869288,1e-06,0.24375730752944946,0.0003935026761610061
26,0.2435508668422699,0.00037715918733738363,1e-06,0.24353645741939545,0.0003936464199796319
27,0.24358956515789032,0.00037712082848884165,1e-06,0.24403022229671478,0.00039350090082734823
28,0.24356144666671753,0.00037708808667957783,1e-06,0.24492797255516052,0.0003934132109861821
29,0.24362963438034058,0.00037697883090004325,1e-06,0.24389736354351044,0.00039333722088485956
30,0.2435900866985321,0.00037694707862101495,1e-06,0.24558167159557343,0.00039346449193544686
31,0.24365495145320892,0.00037685062852688134,1e-06,0.24341167509555817,0.0003931976098101586
32,0.243631973862648,0.00037680251989513636,1e-06,0.24551348388195038,0.00039294332964345813
33,0.24368983507156372,0.0003768262395169586,1e-06,0.2453928142786026,0.0003927084617316723
34,0.24362270534038544,0.0003767214948311448,1e-06,0.24363510310649872,0.0003928383521270007
35,0.24368973076343536,0.00037662414251826704,1e-06,0.24344557523727417,0.00039286958053708076
36,0.2436748892068863,0.000376611715182662,1e-06,0.24405044317245483,0.0003932008403353393
37,0.24372422695159912,0.0003765644505620003,1e-06,0.24273675680160522,0.00039283238584175706
38,0.24373407661914825,0.00037646261625923216,1e-06,0.24416039884090424,0.0003928226069547236
39,0.2436797022819519,0.00037642547977156937,1e-06,0.24440062046051025,0.0003927788638975471
40,0.24372223019599915,0.00037637032801285386,1e-06,0.2452719807624817,0.0003932702529709786
41,0.24372822046279907,0.0003763131389860064,1e-06,0.24415293335914612,0.00039272767025977373
42,0.24379569292068481,0.0003762522537726909,1e-06,0.2438071221113205,0.00039289574488066137
43,0.24377641081809998,0.0003761809493880719,1e-06,0.24324823915958405,0.0003927333455067128
